their	【代名詞】彼らの,彼女らの,それらの	55	44269
make	【基本動詞】[イメージ:ゼロからの創造: 対象を新しい別のもの･状態にする]	56	43980
no	いいえ,少しも～ない,(少しも)～ない,1人も(1つも)～ない	57	43405
other	ほかの,別の,【代名詞】ほかの人,ほかのもの	58	42302
she	【代名詞】彼女は,彼女が	59	41932
up	【副詞】[上昇],【見出語】上がる	60	41849
well	うまく,上手に,よく,じゅうぶんに,【間投詞】おや,まあ,さて	61	41196
see	【基本動詞】[イメージ:視界に入る]	62	40213
year	年,1年,年齢,歳	63	38858
will	【助動詞】[未来･(強い)意志･依頼･勧誘･習慣]	64	37948
than	【接続詞】,【前置詞】よりも	65	37864
some	いくつかの,いく人かの,いくらかの,約,およそ,ある,何か,【代名詞】一部の人,いくらか	66	37850
because	【接続詞】なぜなら	67	37469
new	新しい	68	35829
me	【代名詞】わたしを	69	35688
her	【代名詞】彼女の,彼女を	71	33620
them	彼らを,彼女らを,それらを	72	33414
people	人々,国民	73	33132
also	もまた	74	32933
right	正しい,右の,ちょうど,権利	75	31597
these	【代名詞】これら,この人たち,これらの	76	30726
take	【基本動詞】[イメージ:もの･状態を自分のテリトリーに取り入れる]	77	30662
its	itの所有格,その	78	30618
now	今,現在,さて,さあ	79	30435
then	それから,その次に,そのとき,それなら,そうすれば	80	29815
could	【助動詞】canの過去形	81	29734
thing	物,こと,事	82	29226
only	唯一の,ただ～だけの,最適の,【接続詞】ただし	83	29165
um	えーと,うーん,ほー,ふむ,いや,へー	84	29065
really	ほんとうに,とても	85	28965
work	(うまく)動く,働く,仕事	86	28715
into	【前置詞】[内へ]	87	28449
how	(状態)どう,どんなようすで,(方法･手段)どのようにして,(程度)どれくらい,(感嘆)なんと	88	27339
your	【代名詞】あなたの,あなたがたの	89	26039
oh	【間投詞】おー!,ああ,おお,おや	90	25476
most	最も	91	24884
come	【基本動詞】[イメージ:到達点に焦点:ある対象に近づいていく･くる]	92	24732
good	よい,よろしい,楽しい,おいしい,うまい,じゅうぶんな	93	24445
after	【前置詞】[後],【接続詞】	94	24112
even	でさえ,いっそう,ちょうど,均等な,偶数の	95	23998
show	を見せる,教える,示す,(テレビの)番組,ショー	96	23842
much	ずっと,はるかに,非常に,多くの,多量の	97	23661
our	【代名詞】わたしたちの	98	23654
way	道,方法	99	23475
here	ここに,ここで	100	23407
where	どこに,どこで,どこへ,【代名詞】どこ	101	23248
over	【前置詞】[上の方をを覆って]	102	22873
him	【代名詞】彼を	103	22847
mean	を意味する,卑怯な	104	22808
want	を欲しい,必要,不足	105	22679
May	【月】5月	106	22651
cell	細胞,組織,電池,監房,独房,密室	107	22398
find	を見つける	108	22082
any	いくつかの,いく人かの,いかなる,どの	109	21960
day	日,1日,曜日	110	21495
first	(日付の)1日,第1,1番目,第1の,1番目の,初めての,最初の,まず,最初に	111	21364
state	をはっきり述べる,述べる,国家(の),州,独立国,主権国,(通例a/the/one'sで)状態,様子,ありさま	112	20786
give	【基本動詞】[イメージ:手元から出す]	113	20653
those	【代名詞】あれら,あの人たち,あれらの	114	20328
too	も(また),あまりに～しすぎる	115	20323
very	たいへん,とても,非常に	116	19975
look	【基本動詞】[イメージ:目を向ける]	117	19914
many	多くの	118	19555
should	【助動詞】[義務･見込み･感情･意味無し]	119	18930
such	このように,そんなに	120	18369
back	【副詞】後ろに,【見出語】support,支援する,推薦する,後退する,【名詞】背中	121	18341
call	に電話をする,AをBと呼ぶ,を呼ぶ,を召集する,を呼び集める,通話,電話をかけること	122	18271
need	を必要とする,必要物,必要性,【助動詞】する必要がある	123	18206
last	この前の,昨～,先～,最後の	124	17938
lot	たくさん,くじ引き,地区	125	17381
study	を研究する,を勉強する	126	17310
little	小さい,かわいい,年少の,若い	127	17121
gene	遺伝子	128	17099
still	それでもやはり,まだ	129	17017
report	報告,レポート,報告する	130	16985
between	【前置詞】の間で,協力して	131	16649
something	【代名詞】何か,あるもの	132	16281
both	【代名詞】両方,2人とも	133	16112
each	それぞれの,めいめいの,【代名詞】各自,おのおの	134	15719
before	【前置詞】[前],【副詞】,【接続詞】	135	15585
include	を含む,含める	136	15482
kind	親切な,種類	137	15034
same	同じ	138	14994
through	【前置詞】[貫通]	139	14941
try	を試す,をやってみる	140	14860
while	間,【接続詞】～する間,～する一方で	141	14641
c	C言語 	142	14631
down	【副詞】[下降],【前置詞】,【植物】冠毛,(水鳥の)綿毛,うぶ毛	143	14562
tell	【基本動詞】[イメージ:ある内容を相手に伝達することに焦点],言う,区別する	144	14480
result	結果,成績,結果として生じる	145	14127
change	変化する,おつり,お釣り	146	13975
seem	と思われる	147	13856
off	【前置詞】[分離]	148	13827
point	点,先端,指さす	149	13771
datum	dataの単数形,データ,資料,情報,与件	150	13669
number	数,番号	151	13645
US	【地名】米国,the United States	152	13513
house	家	153	13485
American	アメリカの	154	13332
case	場合,実例,真相,病状,事件,訴訟,裁判,【文法】格,【俗語】強盗が下見する,女性性器,トイレ	155	13298
never	決して～ない,今までに一度も～ない	156	13272
since	【接続詞】して以来,なので【前置詞】以来	157	13000
part	部分,役割,分かれる,を分ける	158	12935
life	生活,一生,人生,生命,命	159	12842
might	力,【助動詞】mayの過去形	161	12832
week	週	162	12820
end	終わり,終わる,を終える	163	12772
group	一団にする,集める,分派,集団,グループ,分類する	164	12768
world	世界	165	12684
story	物語	166	12645
okay	OK	167	12640
company	つきあい,仲間,会社	168	12498
man	男性,男の人	169	12434
child	子ども	170	12381
place	場所,余地,を置く	171	12317
another	別の,ほかの,【代名詞】別の人,別のもの,もう1人,もう1つ	172	12278
different	ちがう,別々の	173	12275
service	公共事業,設備,業務,勤務,サービス	174	12257
home	家へ,故郷へ,家,家庭,故郷	175	12252
START	Strategic Arms Reduction Treaty,戦略兵器削減条約(米露)	176	12201
around	【前置詞】[周囲]	177	12143
why	なぜ,どうして	178	12090
CA	カナダ,カリフォルニア州 ほか	179	12040
play	(楽器)を演奏する,(スポーツなど)をする,劇,芝居	180	11952
family	家族	181	11864
put	【基本動詞】[イメージ:ある所･状態に～を置く]	182	11775
system	組織,仕組み,システム	183	11725
name	名前	184	11693
woman	女性,女の人	185	11443
school	学校,授業	186	11356
own	自身の,を所有する	187	11314
though	が～にもかかわらず,だけれども,たとえ～しても	188	11310
long	長い,長く	189	11285
talk	【基本動詞】[イメージ:相手の存在 + 双方向],話す,論ずる	190	11190
figure	を図で表す,を象徴する,思う,考える,を心の中に描く,形,姿,外観,挿絵,数字	191	11164
write	を書く	192	11067
feel	と思う,と感じる	193	11023
book	本	194	11015
problem	問題	195	11004
during	【前置詞】(特定の時間)の間に	196	10977
increase	増える,増やす,増加	197	10970
leave	【基本動詞】[イメージ:対象をある状態のままその場に残す],許可,休暇	198	10934
set	【基本動詞】[イメージ:特定の位置･状態に置く],【見出語】準備が出来ている,ready	199	10910
program	(実施)計画,プログラム,番組	200	10898
become	(ある状態)になる	201	10852
run	【基本動詞】[イメージ:何かを走らせる･ある状態になる]	202	10845
help	を助ける,を手伝う,役立つ,助け,援助,役立つ人	203	10735
live	暮らす,暮らしている,住む,住んでいる	204	10730
lead	導く,をリードする	205	10651
big	大きい	206	10596
protein	タンパク質,蛋白質	207	10593
president	大統領,議長,総裁,長官,会長,主宰者,【会社】取締役社長	208	10591
keep	【基本動詞】[イメージ:時間的幅をもってもの･状態を保つ]	209	10515
York	ヨーク王家	210	10460
level	を同じ高さにする,を平らにする,を倒す,平らな,水平な,水準器,度合	211	10451
under	【前置詞】[下位]:下の方に空間が広がっているイメージ	213	10291
word	言葉,語,単語	214	10246
information	情報	216	10210
however	しかしながら,どんなに,けれども	217	10129
government	政府機関,政治,行政,政府,関係官庁	218	10127
question	質問,問い	219	10122
provide	を供給する,与える	220	10052
sequence	続発,系列,連続(するもの),結果,順序	221	10046
analysis	詳細な検討,分解,分析,解析,見方,解析学	222	10044
percent	パーセント,百分率,割合	222	10044
every	毎～,あらゆる,どの～も	224	10033
probably	おそらく,たぶん,恐らく,たいてい	225	9953
high	(程度などが)高い	226	9928
patient	がまん強い,忍耐強い,辛抱強い,根気よく働く,患者	227	9815
city	市	228	9745
love	愛,を愛する	229	9725
alway	always	230	9680
control	コントロール,管理する,制御する,実験対象	232	9601
better	よりよい	233	9581
few	少しの,少数の,ほとんど～ない	234	9525
less	より少なく,だけ足りない,より少数,より小さい	235	9505
pay	に報いる,(～を)支払う,を与える,割に合う,給料,報い	236	9504
against	【前置詞】に対して	237	9487
great	すごい,すばらしい,重大な,(数量が)大きな	238	9414
actually	現実に,実は	239	9403
old	(年齢が)～歳の,古い	240	9354
Clinton	クリントン元大統領,ほか 	241	9331
ask	たずねる,頼む,【見出語】inquire	242	9307
money	お金	243	9262
sure	確信して,信じて,確かに,本当に	245	9230
news	知らせ,ニュース	246	9228
course	進路	247	9165
test	テストする,試す	248	9070
country	国	249	9046
least	最も価値の少ない,最少の,最少,最少限度	250	9042
site	場所,用地,サイト	251	8987
let	させるあげる	252	8984
turn	【基本動詞】[イメージ:現在の運動･状態の方向を転換すること]	253	8930
real	本当の,実在する	254	8867
line	行,列	255	8835
issue	発券,発行,供給,出ること,問題点,論点,結果,子孫,発行する,支給する,出る,発する,【見出語】problem	256	8807
pretty	きれいな	257	8728
expression	表現,表情	258	8725
ye	なんじらは,そなたたちは	259	8717
today	今日,今日は,このごろ(では)	260	8690
effect	効果,影響,結果	261	8661
without	【前置詞】～なしで	263	8628
follow	に続く,の後を追う	264	8619
next	次の,次の人･物,翌～,隣の,【前置詞】の隣に	265	8601
best	最もよく,最上の	266	8576
month	月	267	8572
read	を読む	268	8563
human	人間らしい,人間の,人,人間	269	8502
base	基づいている,基礎をおく,基礎,根拠,基地,【文法】語幹	270	8486
area	地域,面積	271	8441
move	動く,を動かす,を感動させる	272	8426
fact	事実	273	8378
watch	(テレビなど)を見る	274	8303
post	郵便局,郵便,郵送する,柱,職,地位	275	8298
again	また,再び,もう一度	277	8240
guess	だと思う,を推測する,当てずっぽう	278	8219
public	一般の,公共の,公衆の,公開の,公営の,公然の,国民,人民,～社会,世間,～界,公共事業	279	8200
small	小さい	280	8174
movie	映画	281	8133
plan	計画,を計画する,計画する	282	8113
example	例	283	8084
ever	(疑問文で)今まで,かつて	284	8065
whether	【接続詞】～かどうか,～であろうと	285	7986
cost	(費用)を要する,を奪う,犠牲	286	7933
care	心配,注意,世話,気にする	287	7882
must	【助動詞】[義務･推量],【名詞】【形容詞】絶対必要な(もの･こと)	287	7882
maybe	ひょっとすると	289	7876
once	一度,かつて,【接続詞】いったん～すると	290	7848
although	たとえ～でも,とはいえ	291	7814
anything	【代名詞】何でも,何も～ない	292	7792
either	【代名詞】どちらか	293	7771
national	国の,国立の	294	7770
second	(日付の)2日,第2,2番目,第2の,2番目の	294	7770
several	いくつかの	296	7755
happen	起こる,ふりかかる	297	7733
business	仕事	298	7708
hour	時間	299	7674
suggest	と提案する,をほのめかす,暗示する	299	7674
enough	じゅうぶんな,じゅうぶんに	301	7658
type	型,タイプ,をタイプする	302	7592
hear	を聞く,が聞こえる,ということを耳にする	303	7536
buy	を買う	304	7514
value	価値,価値観,を評価する	305	7511
until	【接続詞】【前置詞】するまで,して初めて	306	7480
far	遠くに,はるかに	307	7475
support	を支持する,援助する,(家族など)を養う,を立証する,裏付ける,支持,援助	308	7468
begin	(を)始める,始まる	309	7465
guy	支索,男,やつ,張り綱,支え線	310	7460
kid	子供	311	7453
rate	割合,率,速度,を評価する	312	7436
law	法律,法則	313	7395
believe	信じる,思う	314	7340
note	符号,記号,覚え書き,注目,著名,書き留める,注意する	315	7314
important	重要な	316	7283
among	【前置詞】の間で	317	7251
friend	友達	318	7201
stuff	(漠然と)もの,材料,を詰める,がつがつ食べる	319	7153
bad	悪い	320	7120
present	プレゼント,を与える,出席している,現在の	321	7080
away	あちらへ,去って,不在で,外出して	322	7013
united	合併した,連合した,提携した,一致(団結)した	322	7013
consider	を考慮する,とみなす,～しようかと思う	324	7010
order	命令,注文,順序,秩序,に命令する,を注文する	325	6977
bring	を持ってくる	326	6958
market	市場,マーケット	327	6948
model	模型,作る,形に表わす,模範,モデル,型,模型の,模範となる,かたどる	328	6941
white	白い	329	6907
Job	【聖書】ヨブ(忍苦の典型となる人物),(旧約聖書)ヨブ記	330	6902
yet	(疑問文で)もう,すでに,(否定文で)まだ,今のところは	330	6902
require	を必要とする,need,を要求する,demand	332	6887
car	自動車,車	333	6843
war	戦争	334	6785
whole	全部の,全体の,まるごとの,完全な,整数の,全部,全体	335	6774
form	(スポーツ選手などの体の)調子,体調,形,外観,形状,成形	336	6768
idea	考え,アイデア	337	6725
describe	を描写する,の特徴を説明する	338	6715
night	夜	339	6695
age	年齢	340	6688
center	センター,集まるー	341	6651
early	(時間･時期が)早く	342	6565
hand	手,手渡す,時計の針	343	6561
within	のうちに,の内側に,以内で,の範囲内で,心の中では	344	6553
add	加える,足す	345	6541
reason	理由,理性	346	6530
ago	～前に	347	6505
open	を開ける,開く	347	6505
activity	活動,活躍,働き,動き,活気	349	6488
contain	が入っている,含む,を持つ,を収容できる,抑制する	350	6463
general	全体的な,一般的な,概略の,大将,軍司令官	351	6452
office	事務所,役所	352	6436
head	頭(の働き),頭脳	353	6433
member	メンバー,一員	354	6425
often	よく,たびたび	355	6423
hold	【基本動詞】[イメージ:一時的に押さえておく]	356	6378
major	大手の,より大きい,大きいほうの,主要な,専攻の,少佐,成人,専攻する	357	6356
lose	を失う	358	6346
federal	連邦政府の,連合の,同盟の,連邦制の,合衆国の(F-)	359	6325
table	テーブル	360	6323
difference	違い	361	6312
water	水	362	6288
rule	規則,ルール,を支配する	363	6273
allow	を許可する,許す,を可能にする	364	6271
street	道路,通り	365	6255
sort	仕分けする,ソート,種類,人,分類する,区別する,片付ける	366	6245
almost	ほとんど	367	6236
rather	どちらかといえば,ある程度,多少,幾分,よりはむしろ	368	6206
Washington	【米州】ワシントン州,【地名】ワシントン,米国の首都,【人名】George Washington,1732-99,米国初代大統領	369	6160
drug	薬,麻酔薬を飲ませる	370	6155
grow	育つ,成長する,(ある状態)になる,を育てる,を栽培する	371	6141
standard	標準(の),基準(となる),規格,(支配者の象徴たる)旗,模範,水準,(小学校の)学年,まっすぐな支柱,ランプ台,(バラなどの)立木作り	372	6131
large	大きい,(数･量が)多い	373	6129
one	1,1つの,ある,唯一の,一方の,同じ,もの,人	374	6116
true	本当の,あてはまる	376	6106
bill	法案,くちばし,ビラ,紙幣,100ドル(紙幣),起訴状,訴状,請求書,明細書,勘定書,番組,【見出語】legislation	377	6081
term	期間,用語,専門語,条件,規約,間柄	378	6078
power	有力な人,(機械などに)動力を供給する	379	6067
fall	秋,落ちる	380	6048
side	側,側面,横腹,面	381	6043
process	過程,経過	382	6039
hard	熱心に,いっしょうけんめいに,激しく,(生活などが)つらい,苦しい,難しい	383	6034
act	作用する,行動する,議定書	385	6012
method	方法,筋道,秩序,規則正しさ	386	5978
official	公の,公式の,職員,役員	387	5975
bit	かんだ,ビット,小片,小銭,少量,少し,わずか,【俗語】女性性器,【米】【俗語】12セント半	388	5956
involve	(人)を巻き込む,を含む,必要とする,意味する	389	5949
identify	の正体をつきとめる,が何･誰なのかを確認する,共感する	390	5945
health	健康状態,健康,調子	391	5923
someone	【代名詞】だれか,ある人	392	5898
appear	出頭する,見える,現れる,思われる	393	5897
person	人,【文法】人称	394	5886
remember	を思い出す,を覚えている	395	5880
possible	可能な,起こりうる,ありうる,なしうる,実行できる	396	5844
force	を強制する,力,暴力,violence,軍隊	397	5842
angel	天使	398	5839
expect	を予期する,予想する,期待する	399	5813
minute	分,少しの間,ささいな	399	5813
kill	を殺す	401	5794
cause	原因,を引き起こす	402	5789
security	安全保障,安全,無事,安心,有価証券,証券(通常複数形で)	403	5777
already	もう,すでに	404	5769
tax	に課税する,重荷,負担,税	405	5763
spend	お金を使う,(時)を過ごす	406	5761
death	終わり,死亡,滅亡,死期,死因	407	5723
determine	を決定する,を決心する	408	5721
deal	取り引きする,処理する,扱う,商う,行動する,分配する,商売,不特定の量	409	5715
bush	未開墾地,低木,茂み	410	5700
game	試合,ゲーム,遊び	411	5699
sound	に聞こえる,音	412	5697
able	能力のある,～できる	413	5672
legal	強制的な,法定の,法律の,合法の	414	5653
similar	同様な,同じように,よく似た,類似の,同様の	415	5640
else	その他に	416	5638
th	序数(順番)を表す 	417	5637
sample	試供品,見本,抽出標本,の見本をとる,を試食する	418	5633
close	を閉める	419	5622
remain	～のままでいる,とどまる,残る	420	5591
region	領域,地域,地帯,地方,分野,範囲,界	421	5571
compare	を比較する,をたとえる,匹敵する,比べられる	422	5569
everything	【代名詞】すべて(のもの),何でも	424	5550
room	部屋	425	5543
design	を計画する,の下絵を描く,デザイン,図案,下絵,設計図,模様,ひな型	426	5510
black	黒い	427	5503
along	【前置詞】[に沿って]	428	5497
later	lateの比較級,後に,後で	429	5489
offer	を申し出る,を与える,申し出,提案	430	5488
response	返答,反応	431	5477
drive	【基本動詞】[イメージ:駆り立てる],原動力,意欲,【見出語】運動	432	5446
individual	個人,個人主義的な,個々の	433	5431
accord	協定,合意(する),一致,与える,調和(する),【見出語】agreement	434	5417
continue	を続ける	435	5402
stop	停留所,(を)やめる,止める,止まる	436	5397
interest	に興味を持たせる	437	5376
meet	(に)会う,を出迎える	438	5359
product	製品,産物,作物,生産品,結果	439	5346
review	復習する,批評	439	5346
agency	代理店,機関,媒体,作用	441	5329
risk	損害の恐れ,敢えてする,を危うくする,危険,冒険,をあえてする	443	5295
record	の印となる,を記録する,を表示する,を録音する,登録,成績,最高記録,経歴,記念物,レコード	444	5289
win	勝つ,に勝つ,を勝ち取る	445	5282
team	チーム,組,団,作業仲間	446	5279
John	【聖書】洗礼者ヨハネ,聖ヨハネ(キリスト十二使徒のひとり),【新約】ヨハネ伝(書),【聖書】【新約】ヨハネによる福音書	447	5274
page	ページ,書物,にページを付ける,ページをめくる,ボーイ,給仕(する)	448	5273
function	社交的会合,機能,機能する	449	5265
past	過去(の),を過ぎて,を通り過ぎて,【文法】過去形の,過去時制･形	450	5259
face	顔,直面する	451	5254
cover	にカバーをかける,償う,覆う	452	5243
measure	ものさし,寸法,測定器具,手段,はかる,評価する,(基準などに)達する	453	5241
class	授業,クラス(の生徒たち),階級	454	5232
season	季節	455	5194
top	上部,頂上,最初	455	5194
paper	紙,答案,試験用紙	457	5191
cut	【基本動詞】[イメージ:(鋭利なもので)切る]【見出語】reduce	459	5169
fig	【植物】イチジク,取るに足らぬもの	460	5168
role	役目,役割,任務,職務	461	5166
subject	教科,主題,【文法】主語,【形容詞】に服従する	462	5146
list	名簿に記入する,載る,記入する,一覧表,リスト,表,目録	463	5134
view	眺め,見方,を見る,と見なす	463	5134
nothing	【代名詞】何も～ない	465	5110
together	いっしょに	466	5102
send	AにBを送る	467	5100
nice	すてきな,よい	468	5087
develop	発達する,を発達させる,を開発する	469	5076
stock	ストック,血統,在庫品,貯蔵,株券,株式,国債,社債,切り株,を仕入れる,を蓄える,を貯蔵する,陳腐な,平凡な	470	5060
treatment	取り扱い,治療,待遇	471	5037
party	会,パーティ,政党	472	5000
answer	に答える,返事をする,答え,返事	473	4992
sense	感覚,判断力,自覚,良識,感触	474	4989
factor	仲買人,因子,要因,要素,原因	475	4984
recent	近頃の,最近の,新しい,近代の,現世の	476	4979
likely	ありそうな,しそうな,思われる,適当な,有望な,起こりうる	477	4969
town	街,市街,町	478	4965
matter	問題,事柄,重要である	479	4947
student	生徒	480	4945
total	全体の,(車が)全壊する,全損する,全ての,総計の,総体の,全くの,完全な,総力の	481	4942
department	デパートの売り場,部門,部分,分野,領域,官庁の局,課,部	482	4935
express	を表現する,急行	483	4934
sometime	いつか	483	4934
receive	を受け取る	485	4916
build	を建てる,をつくる	486	4905
single	独身の,一人用の,片道の,【野球】【和製英語】シングルヒット	487	4896
court	裁判所,宮廷,法廷,中庭･法廷,(女性に)言い寄る,求愛する,(女性の)機嫌をとる	488	4886
air	空気,態度	489	4882
significant	重要な,意味のある,意味ありげな	490	4878
quite	まったく,全く,すっかり,完全に,事実上	491	4866
history	歴史	492	4856
create	引き起こす,授ける,創造する	493	4844
political	思慮分別のある,抜け目のない,国家の,政治上の,政略的な	494	4840
learn	を学ぶ	495	4838
break	【基本動詞】[イメージ:本来の機能を外からの力を加えることによって損なう]	496	4801
agree	同意する,賛成する	497	4788
half	半分の,2分の1の	499	4766
especially	特に	500	4764
couple	カップル,夫婦,【和製英語】コンビ	501	4761
local	地元の	501	4761
understand	を理解する	503	4747
die	死ぬ	504	4741
estimate	を推定する,を評価する,見積もり	505	4723
available	利用できる,有効な,役に立つ,入手できる,効力のある,製品が市販されている,人が会議や電話に出られる	506	4708
parent	親	508	4683
visit	を訪れる,を訪問する,訪問	509	4681
art	芸術,美術,技能	510	4677
mother	母	511	4675
research	調査する,研究,探求,調査,捜索,研究する	512	4669
produce	を作る,を生み出す	513	4664
culture	文化	514	4656
young	若い	514	4656
perform	を行う,を遂行する,carry out,を演じる,を演奏する	516	4630
sell	売る,売れる	517	4620
America	【国名】アメリカ(United State of America)	518	4605
sit	すわる,すわっている	519	4580
free	自由な,ひまな,無料の	520	4567
position	位置させる,位置,場所,立場,境遇,状態,地位,身分,職業,姿勢	521	4543
film	フィルム,被膜	522	4531
interview	インタビュー,にインタビューする,面接,会見	523	4526
development	発達,成長,開発	524	4525
evidence	証拠,形跡,文献証拠	525	4511
price	値段(をつける),価値,相場,賞金,代償	526	4505
hope	を望む,を期待する	527	4501
piece	(全体の)一部,1つ	528	4493
miss	(独身女性の姓の前で)～さん,～嬢	529	4480
current	流行する,現在の,電流	530	4463
front	前面,【気象】前線	531	4457
university	大学,総合大学,大学の,全大学生	531	4457
associate	関連づける,連想する,つきあう,仲間,同僚	533	4452
republican	共和政体の,共和国の,共和制の,共和主義の	533	4452
experience	経験,を経験する	535	4440
carry	を運ぶ	536	4414
instead	その代わりに	537	4408
executive	実行委員会,経営の,経営者,執行部,行政官,支配人,重役	538	4406
policy	保険証券,政策,政略,方針,方策,手段,知略,機略	539	4401
section	課,部門,(文章の)節	540	4400
mouse	【動物】ハツカネズミ,臆病物,かわいい子	541	4398
organization	組織化,組織,生物,団体	541	4398
stay	滞在する,いる,とどまる,滞在	543	4397
action	動作,行動	544	4393
reduce	を減らす,変える	544	4393
benefit	のためになる,恩恵,便宜,利益,給付,給付金	546	4387
century	世紀	547	4384
hit	を打つ,を叩く,思いつく	548	4383
event	出来事,行事	549	4379
computer	コンピュータ	550	4376
food	食べ物	551	4364
file	綴じ込む,(書類など)を提出する	552	4362
indicate	を指し示す,表す	553	4357
across	【前置詞】[横断]	554	4356
COM 	会社(Company)の略,ネット上の代表的なドメイン名	555	4351
approach	に接近する,に取り組む,方法,取り組み方,接近	556	4346
interesting	おもしろい,興味深い	557	4342
further	さらにずっと,さらに先に,一層遠く,その上,更に	558	4328
additional	追加の	559	4313
walk	歩く,散歩,歩くこと	560	4311
disease	精神の退廃,【病名】病気,病弊	561	4308
DNA 	デオキシリボ核酸の略	562	4289
low	安い,卑劣に,粗食で,低い(もの),弱い,粗末な,衿ぐりが深い,建物の低い	562	4289
claim	と主張する,(根拠なしに)言い張る,を(当然の権利として)要求する,主張,要求	564	4286
explain	を説明する	564	4286
attack	到達する,襲う,着手する,攻撃する	566	4277
comment	論評する,注釈,論評,意見	567	4276
sign	しるし,兆候,標識,記号,身振り,に署名をする	568	4267
thus	このようにして,こんな風に,このように,だから,従って	569	4259
girl	女の子,少女	570	4247
wall	かべ	571	4242
mind	心,気にする	572	4238
charge	料金,非難(する),充電(する),突撃(する),告訴(する),面倒を見ている人,(義務など)を負わせる,を請求する,をつけにする	573	4217
amount	に等しくなる,総計,総額,量,額	574	4210
pass	通る,経つ,に合格する,パス	574	4210
raise	を上げる,を育てる,(問題など)を提起する,賃上げ	576	4207
usually	ふつう	576	4207
serve	に仕える,供する,(職務･任期･刑期)を務める,(～に)役立つ,勤務する,を供給する,(食べ物)を出す	578	4205
everyone	【代名詞】すべての人,みんな	579	4197
music	音楽	580	4190
concern	と関係がある,関心を持つ,重要である,影響する,関心ごと,事件,心配,関連,重要性	581	4181
south	南,南の,南に	582	4177
community	共同体,生活共同体,群生,共同社会,一般社会,団体,公衆	584	4162
share	を分け合う,を分担する,分け前	585	4157
language	言語	586	4156
former	前の,以前の,前者	587	4138
population	人口,住民数,全住民	588	4135
star	星(恒星),スター,人気歌手	589	4130
average	平均的な,平均	590	4129
higher	より高い 	591	4125
anyone	【代名詞】だれか	592	4119
article	論文,論説,記事,品物,一品,契約,条項,【文法】冠詞	593	4116
effort	骨折り,努力,尽力,試み	594	4111
observe	観測する,述べる,守る	595	4099
clear	晴れた,明るい,澄んだ,透明な,明白な,確かな,邪魔のない,純粋な,全くの,自由な,明らかになる,証明する,疑いを晴らす,を片付ける,【気象】快晴,晴れ	596	4078
